x [pixels], y [pixels], u [pixels], v [pixels], SNR [peak/mean], valid [0 if masked], filtered [1 if filtered], avg. intensity
         0	       538	         0	         0	4.027861189	1	0	  254.9745
        16	       538	         0	         0	4.027861189	1	0	  254.9745
        32	       538	         0	         0	4.027861189	1	0	  254.9745
        48	       538	         0	         0	14.65048969	1	0	238.8652483
        64	       538	         0	         0	7.43099715	1	0	197.6698338
        80	       538	         0	         0	9.843033208	1	0	162.1841849
        96	       538	         0	         0	11.28406933	1	0	152.1049871
       112	       538	         0	         0	9.41239945	1	0	151.2469938
       128	       538	-1.421085472e-14	         0	11.56033152	1	0	149.3281645
       144	       538	         0	         0	10.70409899	1	0	157.6343305
       160	       538	         0	         0	7.217041186	1	0	189.3077795
       176	       538	         0	         0	11.66585648	1	0	233.0855932
       192	       538	         0	         0	473.9625345	1	0	254.6055858
       208	       538	         0	         0	4.027861189	1	0	  254.9745
       224	       538	         0	         0	4.027861189	1	0	  254.9745
       240	       538	         0	         0	4.027861189	1	0	  254.9745
       256	       538	         0	         0	4.027861189	1	0	  254.9745
       272	       538	         0	         0	4.027861189	1	0	  254.9745
       288	       538	         0	         0	4.027861189	1	0	  254.9745
       304	       538	         0	         0	4.027861189	1	0	  254.9745
       320	       538	         0	         0	4.027861189	1	0	  254.9745
       336	       538	         0	         0	4.027861189	1	0	  254.9745
       352	       538	         0	         0	4.027861189	1	0	  254.9745
       368	       538	         0	         0	4.027861189	1	0	  254.9745
       384	       538	         0	         0	4.027861189	1	0	  254.9745
       400	       538	         0	         0	4.027861189	1	0	  254.9745
       416	       538	         0	         0	4.027861189	1	0	  254.9745
       432	       538	         0	         0	4.027861189	1	0	  254.9745
       448	       538	         0	         0	4.027861189	1	0	  254.9745
       464	       538	         0	         0	4.027861189	1	0	  254.9745
       480	       538	         0	         0	4.027861189	1	0	  254.9745
         0	       522	         0	         0	4.027861189	1	0	  254.9745
        16	       522	         0	         0	4.027861189	1	0	  254.9745
        32	       522	         0	         0	25.56793113	1	0	246.6124457
        48	       522	         0	         0	7.375249477	1	0	199.022519
        64	       522	         0	         0	9.974566622	1	0	155.1742387
        80	       522	         0	         0	7.581987939	1	0	168.6623863
        96	       522	         0	         0	7.295336875	1	0	191.2105318
       112	       522	         0	         0	9.031188633	1	0	191.9388568
       128	       522	         0	         0	8.001788545	1	0	179.1760743
       144	       522	         0	         0	7.249686788	1	0	157.271909
       160	       522	         0	         0	12.03034897	1	0	146.942559
       176	       522	-7.105427358e-15	         0	7.33006387	1	0	187.8325261
       192	       522	         0	         0	16.20669243	1	0	240.5868478
       208	       522	         0	         0	4.027861189	1	0	  254.9745
       224	       522	         0	         0	4.027861189	1	0	  254.9745
       240	       522	         0	         0	4.027861189	1	0	  254.9745
       256	       522	         0	         0	4.027861189	1	0	  254.9745
       272	       522	         0	         0	4.027861189	1	0	  254.9745
       288	       522	         0	         0	4.027861189	1	0	  254.9745
       304	       522	         0	         0	4.027861189	1	0	  254.9745
       320	       522	         0	         0	4.027861189	1	0	  254.9745
       336	       522	         0	         0	496.7319289	1	0	254.6055858
       352	       522	         0	         0	38.68670394	1	0	249.0718734
       368	       522	         0	         0	20.01163962	1	0	241.5706188
       384	       522	         0	         0	18.38872305	1	0	240.340905
       400	       522	         0	         0	29.71334849	1	0	246.7354171
       416	       522	         0	         0	135.7524331	1	0	253.4988434
       432	       522	         0	         0	4.027861189	1	0	  254.9745
       448	       522	         0	         0	4.027861189	1	0	  254.9745
       464	       522	         0	         0	4.027861189	1	0	  254.9745
       480	       522	         0	         0	4.027861189	1	0	  254.9745
         0	       506	         0	         0	4.027861189	1	0	  254.9745
        16	       506	         0	         0	4.027861189	1	0	  254.9745
        32	       506	         0	         0	9.485743195	1	0	224.7235389
        48	       506	         0	         0	9.243417517	1	0	165.1681496
        64	       506	         0	         0	7.589127802	1	0	169.4187272
        80	       506	         0	         0	12.90362257	1	0	214.7280705
        96	       506	         0	         0	9.784467991	1	0	221.0605835
       112	       506	         0	         0	6.250501906	1	0	209.8404151
       128	       506	         0	         0	6.248924422	1	0	198.2384646
       144	       506	         0	         0	11.29974559	1	0	180.7961442
       160	       506	         0	         0	6.924023763	1	0	151.9114733
       176	       506	         0	         0	11.87806502	1	0	153.2556793
       192	       506	         0	         0	7.601552458	1	0	213.4101713
       208	       506	         0	         0	4.027861189	1	0	  254.9745
       224	       506	         0	         0	4.027861189	1	0	  254.9745
       240	       506	         0	         0	4.027861189	1	0	  254.9745
       256	       506	         0	         0	4.027861189	1	0	  254.9745
